我的央视,#genre#
华视_p5p,p5p://45.92.126.18:19706/615cf279000322040c634d822dea28e8
民视_p5p,p5p://45.92.126.18:19706/615cefe0000b8a2b0c592a0127a8dd5a
民视新闻台_p5p,p5p://45.92.126.18:19706/61494a92000be20d0d642b3f9739874e
三立都会台_p5p,p5p://45.92.126.18:19706/60435aa10002e65e070cd311539826d8
三立台湾台_p5p,p5p://45.92.126.18:19706/60435a1000013bcc070a9c3b0ad870c7
三立新闻台_p5p,p5p://45.92.126.18:19706/61494b62000a82d50d67576561464ccf
三立新闻台_p5p,p5p://fccs.123178.top:9906/61494b62000a82d50d67576561464ccf
台视_p5p,p5p://45.92.126.18:19706/615cf10c0001987d0c5dbb55bf9bd6ed
卫视中文台_p5p,p5p://45.92.126.18:19706/6045bbb2000922ef0678142229e89274
中视_p5p,p5p://45.92.126.18:19706/615cee84000470af0c53d8d0e6dede6c
中天新闻台_p5p,p5p://fccs.123178.top:9906/6174fe8b000be03302ae798f40145c4c
中天娱乐台_p5p,p5p://45.92.126.18:19706/61495250000bf9d20d82697552901d6f
中天综合台_p5p,p5p://45.92.126.18:19706/61494cc7000ea4840d6ccafbef48fe11


我的NewTV,#genre#
黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
黑莓电影,http://39.134.66.4/PLTV/88888888/224/3221225681/index.m3u8
黑莓电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225769/index.m3u8
黑莓电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225764/index.m3u8

游戏风云,http://aliyun-upcloud-live.bestvcdn.com.cn/live/program/live/yxfy8m/8000000/mnf.m3u8
游戏风云,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226579/index.m3u8
游戏风云,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226803/index.m3u8
游戏风云,http://183.207.255.188/live/program/live/yxfyhd/4000000/mnf.m3u8
游戏风云,http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/yxfy8m/8000000/mnf.m3u8
游戏风云,http://223.109.53.84/liveplay-kk.rtxapp.com/live/program/live/yxfyhd/4000000/mnf.m3u8

哒啵电竞,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226951/index.m3u8

哒啵赛事,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226954/index.m3u8
哒啵赛事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8
哒啵赛事,http://39.134.66.4/PLTV/88888888/224/3221225559/index.m3u8
哒啵赛事,http://39.134.115.163:8080/PLTV/88888910/224/3221225750/index.m3u8
哒啵赛事,http://39.134.115.163:8080/PLTV/88888910/224/3221225749/index.m3u8
哒啵赛事,http://39.134.115.163:8080/PLTV/88888910/224/3221225653/index.m3u8

黑莓动画,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
黑莓动画,http://39.134.66.4/PLTV/88888888/224/3221225529/index.m3u8
黑莓动画,http://39.134.115.163:8080/PLTV/88888910/224/3221225672/index.m3u8

超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
超级电影,http://39.134.66.4/PLTV/88888888/224/3221225644/index.m3u8
超级电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225766/index.m3u8
超级电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225623/index.m3u8

超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
超级电视剧,http://39.134.66.4/PLTV/88888888/224/3221225637/index.m3u8
超级电视剧,http://39.134.115.163:8080/PLTV/88888910/224/3221225765/index.m3u8
超级电视剧,http://39.134.115.163:8080/PLTV/88888910/224/3221225625/index.m3u8

超级综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
超级综艺,http://39.134.66.4/PLTV/88888888/224/3221225642/index.m3u8
超级综艺,http://39.134.115.163:8080/PLTV/88888910/224/3221225768/index.m3u8
超级综艺,http://39.134.115.163:8080/PLTV/88888910/224/3221225620/index.m3u8

金牌综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
金牌综艺,http://39.134.66.4/PLTV/88888888/224/3221225525/index.m3u8
金牌综艺,http://39.134.115.163:8080/PLTV/88888910/224/3221225711/index.m3u8

惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
惊悚悬疑,http://39.134.66.4/PLTV/88888888/224/3221225553/index.m3u8

动作电影,http://39.134.66.4/PLTV/88888888/224/3221225555/index.m3u8

精品大剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
精品大剧,http://39.134.66.4/PLTV/88888888/224/3221225536/index.m3u8
精品大剧,http://39.134.115.163:8080/PLTV/88888910/224/3221225714/index.m3u8

家庭剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
家庭剧场,http://39.134.66.4/PLTV/88888888/224/3221225538/index.m3u8
家庭剧场,http://39.134.115.163:8080/PLTV/88888910/224/3221225713/index.m3u8

欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
欢乐剧场,http://39.134.66.4/PLTV/88888888/224/3221225682/index.m3u8
欢乐剧场,http://39.134.115.163:8080/PLTV/88888910/224/3221226210/index.m3u8

爱情喜剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
爱情喜剧,http://39.134.66.4/PLTV/88888888/224/3221225533/index.m3u8

古装剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
古装剧场,http://39.134.66.4/PLTV/88888888/224/3221225524/index.m3u8
古装剧场,http://39.134.115.163:8080/PLTV/88888910/224/3221225678/index.m3u8

中国功夫,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
中国功夫,http://39.134.66.4/PLTV/88888888/224/3221225604/index.m3u8
中国功夫,http://39.134.115.163:8080/PLTV/88888910/224/3221225660/index.m3u8

军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
军旅剧场,http://39.134.66.4/PLTV/88888888/224/3221225560/index.m3u8
军旅剧场,http://39.134.115.163:8080/PLTV/88888910/224/3221225669/index.m3u8

军事评论,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
军事评论,http://39.134.66.4/PLTV/88888888/224/3221225535/index.m3u8
军事评论,http://39.134.115.163:8080/PLTV/88888910/224/3221225757/index.m3u8

农业致富,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
农业致富,http://39.134.66.4/PLTV/88888888/224/3221225552/index.m3u8
农业致富,http://39.134.115.163:8080/PLTV/88888910/224/3221225670/index.m3u8

潮妈辣婆,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
潮妈辣婆,http://39.134.66.4/PLTV/88888888/224/3221225542/index.m3u8
潮妈辣婆,http://39.134.115.163:8080/PLTV/88888910/224/3221225708/index.m3u8

炫舞未来,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
炫舞未来,http://39.134.66.4/PLTV/88888888/224/3221225646/index.m3u8
炫舞未来,http://39.134.115.163:8080/PLTV/88888910/224/3221225707/index.m3u8

武搏世界,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
武搏世界,http://39.134.66.4/PLTV/88888888/224/3221225547/index.m3u8
武搏世界,http://39.134.115.163:8080/PLTV/88888910/224/3221225656/index.m3u8

东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
东北热剧,http://39.134.66.4/PLTV/88888888/224/3221225679/index.m3u8
东北热剧,http://39.134.115.163:8080/PLTV/88888910/224/3221226202/index.m3u8


我的其他,#genre#
CGTN,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225745/index.m3u8
9台同屏1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226337/index.m3u8
9台同屏2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/index.m3u8
CHC动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
CHC家庭电影,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/index.m3u8
金鹰纪实,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226351/index.m3u8
金鹰纪实,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226351/index.m3u8
金鹰纪实,http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/jyjs8m/8000000/mnf.m3u8
茶频道,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226808/index.m3u8
茶频道,http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/cpdhdavs8m/8000000/mnf.m3u8
精彩综艺,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226009/index.m3u8
求索纪录,http://39.134.65.162/PLTV/88888888/224/3221225713/index.m3u8
求索纪录,http://39.134.66.4/PLTV/88888888/224/3221225713/index.m3u8
求索科学,http://39.134.65.162/PLTV/88888888/224/3221225728/index.m3u8
求索科学,http://39.134.66.4/PLTV/88888888/224/3221225728/index.m3u8
求索动物,http://39.134.65.162/PLTV/88888888/224/3221225730/index.m3u8
求索动物,http://39.134.66.4/PLTV/88888888/224/3221225730/index.m3u8
求索生活,http://39.134.65.162/PLTV/88888888/224/3221225715/index.m3u8
求索生活,http://39.134.66.4/PLTV/88888888/224/3221225715/index.m3u8


咪咕体育@39.134.66,#genre#
咪咕视频01,http://39.134.66.4/PLTV/88888888/224/3221225611/index.m3u8
咪咕视频02,http://39.134.66.4/PLTV/88888888/224/3221225613/index.m3u8
咪咕视频03,http://39.134.66.4/PLTV/88888888/224/3221225617/index.m3u8
咪咕视频04,http://39.134.66.4/PLTV/88888888/224/3221225619/index.m3u8
咪咕视频05,http://39.134.66.4/PLTV/88888888/224/3221225620/index.m3u8
咪咕视频06,http://39.134.66.4/PLTV/88888888/224/3221225639/index.m3u8
咪咕视频07,http://39.134.66.4/PLTV/88888888/224/3221225641/index.m3u8
咪咕视频08,http://39.134.66.4/PLTV/88888888/224/3221225643/index.m3u8
咪咕视频09,http://39.134.66.4/PLTV/88888888/224/3221225645/index.m3u8
咪咕视频10,http://39.134.66.4/PLTV/88888888/224/3221225647/index.m3u8
咪咕视频11,http://39.134.66.4/PLTV/88888888/224/3221225648/index.m3u8
咪咕视频12,http://39.134.66.4/PLTV/88888888/224/3221225649/index.m3u8
咪咕视频13,http://39.134.66.4/PLTV/88888888/224/3221225650/index.m3u8
咪咕视频14,http://39.134.66.4/PLTV/88888888/224/3221225652/index.m3u8
咪咕视频15,http://39.134.66.4/PLTV/88888888/224/3221225654/index.m3u8
咪咕视频16,http://39.134.66.4/PLTV/88888888/224/3221225658/index.m3u8
咪咕视频17,http://39.134.66.4/PLTV/88888888/224/3221225660/index.m3u8
咪咕视频18,http://39.134.66.4/PLTV/88888888/224/3221225662/index.m3u8
咪咕视频19,http://39.134.66.4/PLTV/88888888/224/3221225733/index.m3u8
咪咕视频20,http://39.134.66.4/PLTV/88888888/224/3221225735/index.m3u8
咪咕视频21,http://39.134.66.4/PLTV/88888888/224/3221225737/index.m3u8
咪咕视频22,http://39.134.66.4/PLTV/88888888/224/3221225739/index.m3u8
咪咕视频23,http://39.134.66.4/PLTV/88888888/224/3221225741/index.m3u8
咪咕视频24,http://39.134.66.4/PLTV/88888888/224/3221225745/index.m3u8
咪咕视频25,http://39.134.66.4/PLTV/88888888/224/3221225747/index.m3u8
咪咕视频26,http://39.134.66.4/PLTV/88888888/224/3221225749/index.m3u8
咪咕视频27,http://39.134.66.4/PLTV/88888888/224/3221225754/index.m3u8
咪咕视频28,http://39.134.66.4/PLTV/88888888/224/3221225756/index.m3u8
咪咕视频29,http://39.134.66.4/PLTV/88888888/224/3221225758/index.m3u8
咪咕视频30,http://39.134.66.4/PLTV/88888888/224/3221225760/index.m3u8
咪咕视频31,http://39.134.66.4/PLTV/88888888/224/3221225762/index.m3u8
咪咕视频32,http://39.134.66.4/PLTV/88888888/224/3221225764/index.m3u8
咪咕视频33,http://39.134.66.4/PLTV/88888888/224/3221225766/index.m3u8
咪咕视频34,http://39.134.66.4/PLTV/88888888/224/3221225768/index.m3u8
咪咕视频35,http://39.134.66.4/PLTV/88888888/224/3221225782/index.m3u8
咪咕视频36,http://39.134.66.4/PLTV/88888888/224/3221225895/index.m3u8
咪咕视频37,http://39.134.66.4/PLTV/88888888/224/3221225897/index.m3u8
咪咕视频38,http://39.134.66.4/PLTV/88888888/224/3221225899/index.m3u8
咪咕视频39,http://39.134.66.4/PLTV/88888888/224/3221225901/index.m3u8
咪咕视频40,http://39.134.66.4/PLTV/88888888/224/3221225903/index.m3u8
咪咕视频41,http://39.134.66.4/PLTV/88888888/224/3221225905/index.m3u8
咪咕视频42,http://39.134.66.4/PLTV/88888888/224/3221225910/index.m3u8
咪咕视频43,http://39.134.66.4/PLTV/88888888/224/3221225912/index.m3u8
咪咕视频44,http://39.134.66.4/PLTV/88888888/224/3221225914/index.m3u8


Test,#genre#
NewTV超级体育_hl_PLTV,http://39.134.65.72:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
NewTV超级体育_hl_TVOD,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225715/index.m3u8
咪咕视频·PP体育1[1920*1080],http://39.134.65.162/PLTV/88888888/224/3221225611/index.m3u8
上海新闻(高清),http://111.40.196.36/wh7f454c46tw3313992406_1474476423/PLTV/88888888/224/3221225499/index.m3u8?icpid=88888888&RTS=1647065909&from=1&hms_devid=63
